Topic,Argument,Evidence_1,Evidence_2,Label
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to Mary Sullivan report, there has been an overall growth in the industry since legalisation in the mid-1980s and that with increased competition between prostitution businesses, earnings have decreased; 20 years ago there were 3000 to 4000 women in prostitution as a whole, as of the report, there were 4500 women in the legal trade alone and the illegal trade was estimated to be 4 to 5 times larger [REF].","Sullivan and Jeffries wrote in the 2001 report that the legislation change of 1984 created new problems: Ongoing adjustments to legislation became necessary as state policy makers attempted to deal with a myriad of unforeseen issues that are not addressed by treating prostitution as commercial sex-child prostitution, trafficking of women, the exploitation and abuse of prostituted women by big business.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to Mary Sullivan report, there has been an overall growth in the industry since legalisation in the mid-1980s and that with increased competition between prostitution businesses, earnings have decreased; 20 years ago there were 3000 to 4000 women in prostitution as a whole, as of the report, there were 4500 women in the legal trade alone and the illegal trade was estimated to be 4 to 5 times larger [REF].","The Concerned Women for America (CWA) believes that legalizing prostitution would increase sex trafficking, not decrease it as other organizations have proposed.  ",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to Mary Sullivan report, there has been an overall growth in the industry since legalisation in the mid-1980s and that with increased competition between prostitution businesses, earnings have decreased; 20 years ago there were 3000 to 4000 women in prostitution as a whole, as of the report, there were 4500 women in the legal trade alone and the illegal trade was estimated to be 4 to 5 times larger [REF].","The fast urbanization of Tagum from the late '80s to 1990 which was attributed to the mushrooming of business establishments and other commercial activities, increasing population and services and other factors, has caused various problems and needs, like roads, drainage, the increasing numbers of squatters, upscaling trend of traffic congestion in major streets, garbage and sanitation, land use and others.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden","A recent report by the UN Development Fund for Women (UNIFEM) and SAWA-All the Women Together Today and Tomorrow, a Palestinian NGO, suggests that an increasing number of women are taking up prostitution in the face of poverty and violence.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden","According to Mary Sullivan report, there has been an overall growth in the industry since legalisation in the mid-1980s and that with increased competition between prostitution businesses, earnings have decreased; 20 years ago there were 3000 to 4000 women in prostitution as a whole, as of the report, there were 4500 women in the legal trade alone and the illegal trade was estimated to be 4 to 5 times larger [REF].",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden","In 1949, the UN General Assembly adopted a convention stating that prostitution and the accompanying evil of the traffic in persons for the purpose of prostitution are incompatible with the dignity and worth of the human person,requiring all signing parties to punish pimps and brothel owners and operators and to abolish all special treatment or registration of prostitutes. As of January 2009, the convention was ratified by 95 member nations including France, Spain, Italy, Denmark.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden","In a February 2002 National Security Presidential Directive, President George W. Bush wrote: The United States opposes prostitution and any related activities, including pimping, pandering, and/or maintaining brothels as contributing to the phenomenon of trafficking in persons.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden","Many victims of human trafficking are led to believe by organized criminals that they are being offered work in hotels or restaurants or in child care and are forced into prostitution with the threat or actual use of violence. Estimates of the number of victims vary from 1,000 to 7,000 on a yearly basis. Most police investigations on human trafficking concern legal sex businesses. All sectors of prostitution are well represented in these investigations, but particularly the window brothels are overrepresented. ",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden","Maxwell (2000) and other researcher have found substantial evidence that there is strong co-occurrence between prostitution, drug use, drug selling, and involvement in non-drug crimes, particularly property crime.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden","Prostitution may sometimes be associated with illegal, abusive, and dangerous activities. One view maintains that this results from prostitution being stigmatized or illegal, or both.Another, however, believes that legalizing and regulating prostitution does not improve the situation, but instead makes it worse, creating a parallel illegal prostitution industry, and failing to dissociate the legal part of the sex trade from crime.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden","Some analysts on human rights issues surrounding prostitution, such as Sigma Huda in her report for the United Nations Commission on Human Rights, also adopt this approach: The act of prostitution by definition joins together two forms of social power (sex and money) in one interaction. In both realms (sexuality and economics) men hold substantial and systematic power over women. In prostitution, these power disparities merge in an act which both assigns and reaffirms the dominant social status of men over the subordinated social status of women.The demand for commercial sex is often further grounded in social power disparities of race, nationality, caste and colour.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden",The United Nations stated in 2009 that sex trafficking is the most commonly identified form of human trafficking and estimates that about 79% of human trafficking reported is for prostitution,0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden","by legal brothels because of underlying problems (e.g., drug abuse); legalizing prostitution makes it more socially acceptable to buy sex, creating a huge demand for prostitutes (both by local men and by foreigners engaging in sex tourism) and, as a result, human trafficking and underage prostitution increase in order to satisfy this demand.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"A recent report by the UN Development Fund for Women (UNIFEM) and SAWA-All the Women Together Today and Tomorrow, a Palestinian NGO, suggests that an increasing number of women are taking up prostitution in the face of poverty and violence.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"In 1949, the UN General Assembly adopted a convention stating that prostitution and the accompanying evil of the traffic in persons for the purpose of prostitution are incompatible with the dignity and worth of the human person,requiring all signing parties to punish pimps and brothel owners and operators and to abolish all special treatment or registration of prostitutes. As of January 2009, the convention was ratified by 95 member nations including France, Spain, Italy, Denmark.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"In a February 2002 National Security Presidential Directive, President George W. Bush wrote: The United States opposes prostitution and any related activities, including pimping, pandering, and/or maintaining brothels as contributing to the phenomenon of trafficking in persons.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"In most countries where prostitution is illegal, the prohibition of the sex trade is subject to debate and controversy among some people and some organizations, with some voices saying that the fact that prostitution is illegal increases criminal activities and negatively affects the prostitutes.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"Prostitution may sometimes be associated with illegal, abusive, and dangerous activities. One view maintains that this results from prostitution being stigmatized or illegal, or both.Another, however, believes that legalizing and regulating prostitution does not improve the situation, but instead makes it worse, creating a parallel illegal prostitution industry, and failing to dissociate the legal part of the sex trade from crime.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"Sigma Huda, UN special reporter on trafficking in persons, observed that For the most part, prostitution as actually practiced in the world usually does satisfy the elements of trafficking.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"Sullivan and Jeffries wrote in the 2001 report that the legislation change of 1984 created new problems: Ongoing adjustments to legislation became necessary as state policy makers attempted to deal with a myriad of unforeseen issues that are not addressed by treating prostitution as commercial sex-child prostitution, trafficking of women, the exploitation and abuse of prostituted women by big business.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"The Concerned Women for America (CWA) believes that legalizing prostitution would increase sex trafficking, not decrease it as other organizations have proposed.  ",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"The fast urbanization of Tagum from the late '80s to 1990 which was attributed to the mushrooming of business establishments and other commercial activities, increasing population and services and other factors, has caused various problems and needs, like roads, drainage, the increasing numbers of squatters, upscaling trend of traffic congestion in major streets, garbage and sanitation, land use and others.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Additionally it is argued that the legalisation of prostitution would result in an increase in human trafficking and crime.,"by legal brothels because of underlying problems (e.g., drug abuse); legalizing prostitution makes it more socially acceptable to buy sex, creating a huge demand for prostitutes (both by local men and by foreigners engaging in sex tourism) and, as a result, human trafficking and underage prostitution increase in order to satisfy this demand.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alex Penk, Maxim Institute's Policy and Research Manager, said that: The report released by the Prostitution Law Review Committee today clearly shows that the Prostitution Reform Act is not making life safer for many of New Zealand's most vulnerable men, women, and young people.","A recent report by the UN Development Fund for Women (UNIFEM) and SAWA-All the Women Together Today and Tomorrow, a Palestinian NGO, suggests that an increasing number of women are taking up prostitution in the face of poverty and violence.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alex Penk, Maxim Institute's Policy and Research Manager, said that: The report released by the Prostitution Law Review Committee today clearly shows that the Prostitution Reform Act is not making life safer for many of New Zealand's most vulnerable men, women, and young people.","As noted by the US report, Some Canadian NGOs such as Vancouver Rape Relief believe that making prostitution illegal is the best way to prevent human trafficking, forced prostitution, child prostitution and similar abusive activities.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alex Penk, Maxim Institute's Policy and Research Manager, said that: The report released by the Prostitution Law Review Committee today clearly shows that the Prostitution Reform Act is not making life safer for many of New Zealand's most vulnerable men, women, and young people.","In a February 2002 National Security Presidential Directive, President George W. Bush wrote: The United States opposes prostitution and any related activities, including pimping, pandering, and/or maintaining brothels as contributing to the phenomenon of trafficking in persons.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alex Penk, Maxim Institute's Policy and Research Manager, said that: The report released by the Prostitution Law Review Committee today clearly shows that the Prostitution Reform Act is not making life safer for many of New Zealand's most vulnerable men, women, and young people.","Sullivan and Jeffries wrote in the 2001 report that the legislation change of 1984 created new problems: Ongoing adjustments to legislation became necessary as state policy makers attempted to deal with a myriad of unforeseen issues that are not addressed by treating prostitution as commercial sex-child prostitution, trafficking of women, the exploitation and abuse of prostituted women by big business.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.","A recent report by the UN Development Fund for Women (UNIFEM) and SAWA-All the Women Together Today and Tomorrow, a Palestinian NGO, suggests that an increasing number of women are taking up prostitution in the face of poverty and violence.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.","Alex Penk, Maxim Institute's Policy and Research Manager, said that: The report released by the Prostitution Law Review Committee today clearly shows that the Prostitution Reform Act is not making life safer for many of New Zealand's most vulnerable men, women, and young people.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.","As noted by the US report, Some Canadian NGOs such as Vancouver Rape Relief believe that making prostitution illegal is the best way to prevent human trafficking, forced prostitution, child prostitution and similar abusive activities.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.","In 2014, the Council of Europe has made a similar recommendation, stating that While each system presents advantages and disadvantages, policies prohibiting the purchase of sexual services are those that are more likely to have a positive impact on reducing trafficking in human beings.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.","Many victims of human trafficking are led to believe by organized criminals that they are being offered work in hotels or restaurants or in child care and are forced into prostitution with the threat or actual use of violence. Estimates of the number of victims vary from 1,000 to 7,000 on a yearly basis. Most police investigations on human trafficking concern legal sex businesses. All sectors of prostitution are well represented in these investigations, but particularly the window brothels are overrepresented. ",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.","Prostitution may sometimes be associated with illegal, abusive, and dangerous activities. One view maintains that this results from prostitution being stigmatized or illegal, or both.Another, however, believes that legalizing and regulating prostitution does not improve the situation, but instead makes it worse, creating a parallel illegal prostitution industry, and failing to dissociate the legal part of the sex trade from crime.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.","Sigma Huda, UN special reporter on trafficking in persons, observed that For the most part, prostitution as actually practiced in the world usually does satisfy the elements of trafficking.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.","Some analysts on human rights issues surrounding prostitution, such as Sigma Huda in her report for the United Nations Commission on Human Rights, also adopt this approach: The act of prostitution by definition joins together two forms of social power (sex and money) in one interaction. In both realms (sexuality and economics) men hold substantial and systematic power over women. In prostitution, these power disparities merge in an act which both assigns and reaffirms the dominant social status of men over the subordinated social status of women.The demand for commercial sex is often further grounded in social power disparities of race, nationality, caste and colour.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.","Sullivan and Jeffries wrote in the 2001 report that the legislation change of 1984 created new problems: Ongoing adjustments to legislation became necessary as state policy makers attempted to deal with a myriad of unforeseen issues that are not addressed by treating prostitution as commercial sex-child prostitution, trafficking of women, the exploitation and abuse of prostituted women by big business.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).","A recent report by the UN Development Fund for Women (UNIFEM) and SAWA-All the Women Together Today and Tomorrow, a Palestinian NGO, suggests that an increasing number of women are taking up prostitution in the face of poverty and violence.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).","As noted by the US report, Some Canadian NGOs such as Vancouver Rape Relief believe that making prostitution illegal is the best way to prevent human trafficking, forced prostitution, child prostitution and similar abusive activities.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).","In 2005 Amma Asante and Karina Schaapman, two councilors for the Labour Party (Netherlands), wrote a report, Het onzichtbare zichtbaar gemaakt (Making the Invisible Visible). Schaapman had once been a prostitute and was getting information about the influx of organized crime and violence into the business. Other reports came out around the same time. They concluded that a large number of prostitutes in Amsterdam were being forced to work and were being abused by pimps and criminal gangs, and that the goals of legalization were failing.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).","In most countries where prostitution is illegal, the prohibition of the sex trade is subject to debate and controversy among some people and some organizations, with some voices saying that the fact that prostitution is illegal increases criminal activities and negatively affects the prostitutes.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).","Many victims of human trafficking are led to believe by organized criminals that they are being offered work in hotels or restaurants or in child care and are forced into prostitution with the threat or actual use of violence. Estimates of the number of victims vary from 1,000 to 7,000 on a yearly basis. Most police investigations on human trafficking concern legal sex businesses. All sectors of prostitution are well represented in these investigations, but particularly the window brothels are overrepresented. ",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).","Some analysts on human rights issues surrounding prostitution, such as Sigma Huda in her report for the United Nations Commission on Human Rights, also adopt this approach: The act of prostitution by definition joins together two forms of social power (sex and money) in one interaction. In both realms (sexuality and economics) men hold substantial and systematic power over women. In prostitution, these power disparities merge in an act which both assigns and reaffirms the dominant social status of men over the subordinated social status of women.The demand for commercial sex is often further grounded in social power disparities of race, nationality, caste and colour.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).","Sullivan and Jeffries wrote in the 2001 report that the legislation change of 1984 created new problems: Ongoing adjustments to legislation became necessary as state policy makers attempted to deal with a myriad of unforeseen issues that are not addressed by treating prostitution as commercial sex-child prostitution, trafficking of women, the exploitation and abuse of prostituted women by big business.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).",The United Nations stated in 2009 that sex trafficking is the most commonly identified form of human trafficking and estimates that about 79% of human trafficking reported is for prostitution,0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).","by legal brothels because of underlying problems (e.g., drug abuse); legalizing prostitution makes it more socially acceptable to buy sex, creating a huge demand for prostitutes (both by local men and by foreigners engaging in sex tourism) and, as a result, human trafficking and underage prostitution increase in order to satisfy this demand.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,"Alex Penk, Maxim Institute's Policy and Research Manager, said that: The report released by the Prostitution Law Review Committee today clearly shows that the Prostitution Reform Act is not making life safer for many of New Zealand's most vulnerable men, women, and young people.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,"Alexa Albert, a Harvard medical student who has conducted a public-health study inside one of Nevada's brothels, and authored Brothel: Mustang Ranch and Its Women,wrote in her book that the brothel owners used to require the prostitutes to have outside pimps, because the pimps were thought to make the women work harder: The involvement of pimps enabled brothel owners to leave discipline to men who wouldn't hesitate to keep their women in line.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,"As noted by the US report, Some Canadian NGOs such as Vancouver Rape Relief believe that making prostitution illegal is the best way to prevent human trafficking, forced prostitution, child prostitution and similar abusive activities.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,"Bob Herbert also stated that many brothel prostitutes are controlled by outside pimps: Despite the fiction that they are independent contractors,most so-called legal prostitutes have pimps - the state-sanctioned pimps who run the brothels and, in many cases, a second pimp who controls all other aspects of their lives (and takes the bulk of their legal earnings).",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,"In 1949, the UN General Assembly adopted a convention stating that prostitution and the accompanying evil of the traffic in persons for the purpose of prostitution are incompatible with the dignity and worth of the human person,requiring all signing parties to punish pimps and brothel owners and operators and to abolish all special treatment or registration of prostitutes. As of January 2009, the convention was ratified by 95 member nations including France, Spain, Italy, Denmark.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,"In 2003, a study published in the Journal of Trauma Practice found that 89 percent of women in prostitution wanted to escape.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,"In 2014, the Council of Europe has made a similar recommendation, stating that While each system presents advantages and disadvantages, policies prohibiting the purchase of sexual services are those that are more likely to have a positive impact on reducing trafficking in human beings.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,"Maxwell (2000) and other researcher have found substantial evidence that there is strong co-occurrence between prostitution, drug use, drug selling, and involvement in non-drug crimes, particularly property crime.",1.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,"Some analysts on human rights issues surrounding prostitution, such as Sigma Huda in her report for the United Nations Commission on Human Rights, also adopt this approach: The act of prostitution by definition joins together two forms of social power (sex and money) in one interaction. In both realms (sexuality and economics) men hold substantial and systematic power over women. In prostitution, these power disparities merge in an act which both assigns and reaffirms the dominant social status of men over the subordinated social status of women.The demand for commercial sex is often further grounded in social power disparities of race, nationality, caste and colour.",0.0
We should legalize prostitution,Legalizing sex work will increase immoral behaviour like pimping/organized crime/trafficking,Cuba: The Trafficking in Persons Report of 2010 reports that the government of Cuba has made no known efforts to reduce the demand for commercial sex.,The United Nations stated in 2009 that sex trafficking is the most commonly identified form of human trafficking and estimates that about 79% of human trafficking reported is for prostitution,0.0
